TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0048232	"male gamete generation"	48232	-2.2424289837507683	4.526106557290373	0.11169647456775617	0.8678782465786926	0.93039836	7286
GO:0048515	"spermatid differentiation"	48515	-4.35439555053744	3.9507541815935037	0.029692815236781495	0.8416190877063443	0.84900387	7286
GO:0008213	"protein alkylation"	-2.8088692956964194	4.90114215765946	0.2649003582695771	0.8737578495985938	0.38200635	null
GO:0008360	"regulation of cell shape"	-13.247885126317158	5.316303805920243	0.6890449444181898	0.8976654717957734	0	null
GO:0022603	"regulation of anatomical structure morphogenesis"	22603	-8.749777291494102	5.389203308010562	0.8149807986239723	0.8981312477151943	0.89810597	8360
GO:0022604	"regulation of cell morphogenesis"	22604	-11.376533910039592	5.3327211642891275	0.7155911926992196	0.8974000890072077	0.96205563	8360
GO:0009072	"aromatic amino acid metabolic process"	-3.440110178827324	5.338412663509462	0.7250308935664747	0.8026453999959682	0.52651268	null
GO:0009117	"nucleotide metabolic process"	-2.6485161324460926	6.039865233770328	3.6459497496583344	0.7151976866961297	0.6690086	null
GO:0006753	"nucleoside phosphate metabolic process"	6753	-2.588550561543489	6.043463667068779	3.6762845177729813	0.7183956834944806	0.89392803	9117
GO:0009166	"nucleotide catabolic process"	-9.131496923835451	4.785208785253995	0.2028371523209823	0.715888869803179	0.16811476	null
GO:0034655	"nucleobase-containing compound catabolic process"	34655	-3.7289689503351635	5.39788615281715	0.8314387407984536	0.758697645147967	0.82331533	9166
GO:1901292	"nucleoside phosphate catabolic process"	1901292	-8.648516835256853	4.882820417654229	0.253957223719447	0.7107873975703757	0.91061878	9166
GO:0009451	"RNA modification"	-6.815238420673228	5.789904901949006	2.050454036972228	0.7694153607071536	0.48276415	null
GO:0015698	"inorganic anion transport"	-2.2264541954644184	5.447579712626874	0.9322319949846516	0.9685893231247286	0.31365506	null
GO:0016032	"viral process"	-2.9290854403321913	4.680126929448146	0.15924422787903558	1	0	null
GO:0016125	"sterol metabolic process"	-3.9004231069801722	4.653434429803495	0.14975130812035134	0.8517741859391156	0.65712629	null
GO:0006066	"alcohol metabolic process"	6066	-3.5151153763260576	5.389924108316851	0.8163345541747027	0.8436332258196231	0.7733498	16125
GO:0008203	"cholesterol metabolic process"	8203	-4.278637734673013	4.282803314291728	0.06378616755861528	0.828890250044623	0.85667927	16125
GO:0016192	"vesicle-mediated transport"	-2.6046177548197416	5.688750756431566	1.624410201635736	0.9671562704784743	0.17810142	null
GO:0019079	"viral genome replication"	-12.329311997998673	3.8900855267163252	0.025821140885306904	0.9802541917485456	0	null
GO:0019058	"viral life cycle"	19058	-4.186526168327046	4.593894981695562	0.13056589776012328	0.9802541917485456	0.86322517	19079
GO:0019439	"aromatic compound catabolic process"	-4.8709324965505205	5.5720800938244315	1.2417231319104731	0.7836696647217578	0.65342461	null
GO:0044270	"cellular nitrogen compound catabolic process"	44270	-2.7854503045253636	5.492671007331808	1.0342260004087211	0.7907662698808655	0.77222035	19439
GO:0046700	"heterocycle catabolic process"	46700	-2.871556990055507	5.515003058275037	1.0887986473886553	0.7834873544916485	0.77667762	19439
GO:0019637	"organophosphate metabolic process"	-3.47447460134291	6.252365814198532	5.94718450776783	0.8688191870608599	0.39014842	null
GO:0030001	"metal ion transport"	-2.588550561543489	5.796416126855009	2.081427431784025	0.9522569489609248	0.67188748	null
GO:0032446	"protein modification by small protein conjugation"	-2.7692930857711717	5.439642117097803	0.9153483016787367	0.8597701244792473	0.42657777	null
GO:0032879	"regulation of localization"	-4.263106415327976	5.221914757361144	0.5544443894515899	0.9293208054255092	0.22941326	null
GO:0032886	"regulation of microtubule-based process"	-2.3886366202547658	4.369586890736344	0.07789582614878299	0.9375576830959041	0.19231076	null
GO:0034404	"nucleobase-containing small molecule biosynthetic process"	-8.094799244457732	4.876425697775388	0.2502452060422601	0.7899145093777532	0.48504395	null
GO:0034660	"ncRNA metabolic process"	-7.40040283414355	6.054368647279385	3.769763500568378	0.7924448926498767	0.36341394	null
GO:0043066	"negative regulation of apoptotic process"	-5.9376701896890625	4.626381433469527	0.14070742275810097	0.9200983813983882	0.20216148	null
GO:0043069	"negative regulation of programmed cell death"	43069	-5.9376701896890625	4.641543512752317	0.14570667237173182	0.919939155082732	0.86391062	43066
GO:0044272	"sulfur compound biosynthetic process"	-3.2167930256683848	5.573578207111253	1.2460139050319528	0.924288134680892	0.23400921	null
GO:0044283	"small molecule biosynthetic process"	-4.657319331747794	6.258692822898982	6.034460163531009	0.8524593188730714	0.54229044	null
GO:0044403	"biological process involved in symbiotic interaction"	-2.315804176663895	4.565351873426987	0.12226042451645314	1	0	null
GO:0046058	"cAMP metabolic process"	-2.3024367786959576	4.156851901070011	0.047727367069852984	0.7860263394110717	0.46083607	null
GO:0006171	"cAMP biosynthetic process"	6171	-2.3024367786959576	3.9986080293150943	0.03315204317967975	0.7865912609528897	0.90451825	46058
GO:0046434	"organophosphate catabolic process"	-7.69948190047332	5.061086643060432	0.3828500525802647	0.8174366581735805	0.46018013	null
GO:0050793	"regulation of developmental process"	-5.659877604346767	5.5466882264358865	1.1712047745860634	0.9250231028545542	0.2476164	null
GO:0051276	"chromosome organization"	-2.6512388192791057	5.5678788176138525	1.2297688384231882	0.9348076890898652	0.57585217	null
GO:0051924	"regulation of calcium ion transport"	-4.090048146897967	4.084039780667953	0.04035987678762256	0.8858158656183498	0.18242613	null
GO:0010959	"regulation of metal ion transport"	10959	-3.3250103702482225	4.35479968526329	0.07528810046875199	0.885023234568658	0.82447001	51924
GO:0043269	"regulation of monoatomic ion transport"	43269	-3.268517696669856	4.934730686188217	0.28620121956411604	0.878234596039471	0.9228004	51924
GO:0051049	"regulation of transport"	51049	-3.0525483127140123	5.158724253450531	0.4793658383678404	0.8755994313753299	0.78539559	51924
GO:2001256	"regulation of store-operated calcium entry"	2001256	-4.090048146897967	3.305566313515304	0.006718885042937001	0.8963792102264224	0.82490395	51924
GO:0052803	"imidazole-containing compound metabolic process"	-5.270497750057436	2.27415784926368	0.0006219957935788214	0.9082297839835898	0.10379385	null
GO:0055086	"nucleobase-containing small molecule metabolic process"	-2.0529211170561066	6.133233517547702	4.5204226165387285	0.7675339979280404	0.37195985	null
GO:0070525	"tRNA threonylcarbamoyladenosine metabolic process"	-14.720742525110975	4.494432898726399	0.10384003572051993	0.851733572714892	0.25115565	null
GO:0072527	"pyrimidine-containing compound metabolic process"	-3.2167930256683848	5.4777866629092395	0.9993809312454497	0.8449686695544778	0.20995127	null
GO:0072528	"pyrimidine-containing compound biosynthetic process"	-4.949311231585251	5.422474931931271	0.8798712581797437	0.8340811892644316	0.17932879	null
GO:1901031	"regulation of response to reactive oxygen species"	-2.9628121747940703	3.493597449000527	0.010361052925123149	0.9352768664049995	0.61878651	null
GO:1901361	"organic cyclic compound catabolic process"	-4.72233786397786	5.5775480936214725	1.2574559666892315	0.7938874624787414	0.54463256	null
GO:1901575	"organic substance catabolic process"	1901575	-2.3024367786959576	6.23166044436107	5.670299920384538	0.8412561473450396	0.72694411	1901361
GO:1901615	"organic hydroxy compound metabolic process"	-3.0525483127140123	5.555437877192316	1.1950401855849182	0.9576840489217708	0.03834556	null
GO:1902652	"secondary alcohol metabolic process"	-4.186526168327046	4.521033421820917	0.11039926408916932	0.8650915813185	0.24611675	null
GO:1902882	"regulation of response to oxidative stress"	-2.9628121747940703	3.6463056802847587	0.014728328203032201	0.93411404879932	0.16910099	null
